Speaker,Modality,Verb,SemanticClass,LengthOfRecipient,AnimacyOfRec,DefinOfRec,PronomOfRec,LengthOfTheme,AnimacyOfTheme,DefinOfTheme,PronomOfTheme,RealizationOfRecipient,AccessOfRec,AccessOfTheme
S1425,spoken,charge,p,1,animate,definite,pronominal,3,inanimate,indefinite,nonpronominal,NP,given,new
S1190,spoken,give,a,1,animate,definite,pronominal,1,inanimate,indefinite,nonpronominal,NP,given,accessible
S1035,spoken,give,t,5,animate,definite,pronominal,4,inanimate,definite,pronominal,PP,accessible,given
S1407,spoken,give,a,1,inanimate,definite,pronominal,2,inanimate,indefinite,nonpronominal,NP,given,accessible
S1407,spoken,give,a,2,inanimate,definite,nonpronominal,1,inanimate,indefinite,nonpronominal,NP,given,accessible
S1399,spoken,tell,c,1,animate,definite,pronominal,1,inanimate,definite,pronominal,NP,given,given
S1394,spoken,give,a,1,animate,definite,pronominal,4,inanimate,definite,nonpronominal,NP,given,accessible
S1411,spoken,tell,c,1,animate,definite,pronominal,11,inanimate,indefinite,nonpronominal,NP,given,new
S1005,spoken,give,a,1,animate,definite,pronominal,5,inanimate,definite,nonpronominal,NP,given,accessible
S1366,spoken,give,a,2,animate,indefinite,nonpronominal,1,inanimate,indefinite,nonpronominal,NP,accessible,accessible
S1420,spoken,give,a,1,animate,definite,pronominal,3,inanimate,indefinite,nonpronominal,NP,given,accessible
S1419,spoken,pay,t,1,animate,definite,pronominal,1,inanimate,definite,pronominal,NP,given,given
S1426,spoken,give,a,1,animate,definite,pronominal,3,inanimate,indefinite,nonpronominal,NP,given,accessible
S1426,spoken,cost,p,1,animate,definite,pronominal,2,inanimate,indefinite,nonpronominal,NP,given,new
S1309,spoken,pay,a,1,inanimate,definite,pronominal,1,inanimate,indefinite,nonpronominal,PP,given,accessible
S1428,spoken,pay,a,1,animate,definite,pronominal,3,inanimate,indefinite,nonpronominal,PP,given,accessible
S1423,spoken,show,c,1,animate,definite,pronominal,7,inanimate,indefinite,nonpronominal,NP,given,accessible
S1411,spoken,give,a,1,animate,indefinite,nonpronominal,1,inanimate,indefinite,nonpronominal,NP,new,accessible
S1423,spoken,give,a,1,animate,definite,pronominal,1,inanimate,definite,pronominal,PP,given,given
S1367,spoken,give,a,1,animate,definite,pronominal,3,inanimate,indefinite,nonpronominal,NP,given,new
S1175,spoken,charge,p,1,animate,definite,pronominal,2,inanimate,indefinite,nonpronominal,NP,given,new
S1175,spoken,charge,p,1,animate,definite,pronominal,2,inanimate,indefinite,nonpronominal,NP,given,new
S1175,spoken,charge,p,1,animate,definite,pronominal,3,inanimate,indefinite,nonpronominal,NP,given,new
S1175,spoken,cost,p,1,animate,definite,pronominal,3,inanimate,indefinite,nonpronominal,NP,given,new
S1185,spoken,give,t,1,animate,definite,pronominal,3,inanimate,definite,nonpronominal,NP,given,given
S1425,spoken,give,a,1,animate,definite,pronominal,12,inanimate,indefinite,nonpronominal,NP,given,accessible
S1367,spoken,give,t,1,animate,definite,pronominal,2,inanimate,definite,nonpronominal,NP,given,given
S1367,spoken,bring,t,1,inanimate,definite,nonpronominal,1,inanimate,indefinite,pronominal,PP,new,new
S1402,spoken,tell,c,1,animate,definite,pronominal,1,inanimate,definite,pronominal,NP,given,given
S1343,spoken,write,t,2,animate,definite,nonpronominal,1,inanimate,indefinite,nonpronominal,PP,new,new
S1421,spoken,give,t,1,animate,definite,pronominal,2,inanimate,indefinite,nonpronominal,NP,given,new
S1415,spoken,give,a,1,animate,definite,pronominal,5,inanimate,indefinite,nonpronominal,NP,given,accessible
S1402,spoken,give,t,1,animate,definite,pronominal,4,animate,definite,nonpronominal,NP,given,given
S1402,spoken,bring,t,2,animate,definite,nonpronominal,2,animate,definite,nonpronominal,PP,new,given
S1402,spoken,give,a,1,animate,definite,pronominal,2,inanimate,indefinite,nonpronominal,NP,given,accessible
S1367,spoken,give,a,1,animate,definite,pronominal,3,inanimate,indefinite,nonpronominal,NP,given,accessible
S1406,spoken,show,c,1,animate,definite,pronominal,5,inanimate,definite,nonpronominal,NP,given,accessible
S1406,spoken,give,a,1,animate,definite,pronominal,3,inanimate,indefinite,nonpronominal,NP,given,new
S1406,spoken,give,a,1,animate,definite,pronominal,6,inanimate,indefinite,nonpronominal,NP,given,new
S1415,spoken,sell,t,4,animate,indefinite,pronominal,1,inanimate,definite,pronominal,PP,accessible,given
S1320,spoken,tell,c,1,animate,definite,pronominal,5,inanimate,indefinite,nonpronominal,NP,given,new
S1320,spoken,give,c,1,animate,definite,pronominal,5,inanimate,indefinite,nonpronominal,NP,given,accessible
S1415,spoken,give,t,1,animate,definite,pronominal,2,inanimate,indefinite,nonpronominal,NP,given,accessible
S1383,spoken,give,a,1,animate,definite,pronominal,2,inanimate,indefinite,nonpronominal,NP,given,new
S1446,spoken,pay,t,1,animate,definite,pronominal,3,inanimate,indefinite,nonpronominal,NP,given,new
S1446,spoken,give,a,1,animate,definite,pronominal,1,inanimate,indefinite,nonpronominal,NP,given,new
S1313,spoken,give,a,1,animate,definite,pronominal,1,inanimate,indefinite,nonpronominal,NP,given,accessible
S1436,spoken,give,t,1,animate,definite,pronominal,2,inanimate,indefinite,nonpronominal,NP,accessible,new
S1436,spoken,give,a,1,inanimate,definite,pronominal,2,inanimate,indefinite,nonpronominal,NP,given,accessible
S1436,spoken,give,t,1,animate,definite,pronominal,2,inanimate,definite,nonpronominal,NP,given,new
S1349,spoken,cost,p,1,animate,definite,pronominal,2,inanimate,indefinite,nonpronominal,NP,given,accessible
S1436,spoken,assign,a,1,animate,definite,pronominal,3,inanimate,indefinite,nonpronominal,NP,given,accessible
S1436,spoken,assign,a,1,animate,definite,pronominal,2,inanimate,indefinite,nonpronominal,NP,given,accessible
S1407,spoken,sell,t,1,animate,definite,pronominal,1,inanimate,indefinite,nonpronominal,NP,given,accessible
S1350,spoken,sell,t,1,animate,definite,pronominal,2,inanimate,indefinite,nonpronominal,NP,given,accessible
S1350,spoken,sell,t,1,animate,definite,pronominal,1,inanimate,indefinite,nonpronominal,NP,given,accessible
S1407,spoken,sell,t,1,animate,definite,pronominal,1,inanimate,indefinite,nonpronominal,NP,given,accessible
S1407,spoken,sell,t,1,animate,definite,pronominal,1,inanimate,indefinite,nonpronominal,NP,given,accessible
S1004,spoken,give,a,1,inanimate,definite,pronominal,2,inanimate,indefinite,nonpronominal,NP,given,accessible
S1400,spoken,pay,a,10,inanimate,definite,nonpronominal,2,inanimate,indefinite,nonpronominal,PP,accessible,accessible
S1444,spoken,give,a,2,animate,indefinite,nonpronominal,5,inanimate,indefinite,nonpronominal,PP,new,accessible
S1402,spoken,teach,c,1,animate,definite,pronominal,2,inanimate,indefinite,nonpronominal,NP,given,accessible
S1409,spoken,send,t,1,animate,definite,pronominal,1,inanimate,definite,pronominal,PP,given,given
S1415,spoken,sell,t,1,animate,definite,pronominal,1,inanimate,indefinite,pronominal,NP,given,accessible
S1415,spoken,sell,t,1,animate,definite,pronominal,1,inanimate,indefinite,nonpronominal,NP,given,new
S1415,spoken,give,c,1,animate,definite,pronominal,1,inanimate,definite,pronominal,PP,given,given
S1415,spoken,give,t,1,animate,definite,pronominal,2,inanimate,definite,pronominal,PP,given,given
S1415,spoken,do,a,1,animate,definite,pronominal,1,inanimate,indefinite,nonpronominal,NP,given,accessible
S1438,spoken,give,a,1,inanimate,definite,pronominal,1,inanimate,indefinite,nonpronominal,NP,accessible,given
S1424,spoken,pay,a,1,animate,definite,pronominal,1,inanimate,indefinite,nonpronominal,PP,given,accessible
S1385,spoken,show,c,1,animate,definite,pronominal,6,inanimate,definite,nonpronominal,NP,given,accessible
S1436,spoken,give,a,1,inanimate,definite,pronominal,2,inanimate,indefinite,nonpronominal,NP,given,accessible
S1444,spoken,send,t,1,animate,definite,pronominal,2,inanimate,definite,nonpronominal,NP,given,given
S1415,spoken,pay,t,1,animate,definite,pronominal,1,inanimate,indefinite,nonpronominal,NP,given,accessible
S1415,spoken,pay,t,1,animate,definite,pronominal,8,inanimate,indefinite,nonpronominal,NP,given,accessible
S1349,spoken,give,t,1,animate,definite,pronominal,2,animate,indefinite,nonpronominal,NP,given,accessible
S1342,spoken,give,a,1,animate,definite,pronominal,3,inanimate,definite,nonpronominal,NP,given,accessible
S1041,spoken,send,t,1,animate,definite,nonpronominal,3,inanimate,definite,nonpronominal,PP,new,given
S1415,spoken,give,a,1,animate,definite,pronominal,8,inanimate,indefinite,nonpronominal,NP,given,given
S1415,spoken,give,a,1,animate,definite,pronominal,11,inanimate,indefinite,nonpronominal,NP,given,new
S1444,spoken,give,a,2,animate,definite,nonpronominal,4,inanimate,indefinite,nonpronominal,NP,given,new
S1444,spoken,send,t,3,inanimate,definite,nonpronominal,7,inanimate,definite,nonpronominal,PP,new,accessible
S1440,spoken,bring,t,1,animate,definite,pronominal,3,inanimate,definite,nonpronominal,NP,given,given
S1051,spoken,send,t,1,animate,definite,pronominal,3,inanimate,indefinite,nonpronominal,NP,given,accessible
S1051,spoken,mail,t,1,animate,definite,pronominal,2,inanimate,indefinite,nonpronominal,NP,given,accessible
S1051,spoken,mail,t,1,animate,definite,pronominal,1,inanimate,definite,pronominal,PP,given,given
S1051,spoken,give,a,1,animate,definite,pronominal,1,inanimate,indefinite,nonpronominal,NP,given,accessible
S1441,spoken,pay,t,2,animate,definite,nonpronominal,5,inanimate,indefinite,nonpronominal,NP,accessible,new
S1443,spoken,give,a,1,animate,definite,pronominal,2,inanimate,indefinite,nonpronominal,NP,given,accessible
S1371,spoken,give,a,1,animate,definite,pronominal,3,inanimate,definite,nonpronominal,NP,given,accessible
S1051,spoken,give,t,2,animate,indefinite,nonpronominal,1,inanimate,definite,pronominal,PP,accessible,given
S1444,spoken,give,t,2,animate,definite,nonpronominal,3,animate,indefinite,nonpronominal,NP,new,new
S1462,spoken,give,a,1,animate,definite,pronominal,2,inanimate,indefinite,nonpronominal,NP,given,new
S1349,spoken,give,a,1,animate,definite,pronominal,2,inanimate,indefinite,nonpronominal,NP,given,accessible
S1436,spoken,give,t,1,animate,definite,pronominal,4,inanimate,definite,nonpronominal,NP,given,accessible
S1436,spoken,pay,t,2,animate,definite,nonpronominal,3,inanimate,indefinite,nonpronominal,NP,given,accessible
S1163,spoken,give,t,1,animate,definite,pronominal,8,inanimate,indefinite,nonpronominal,NP,given,new
S1321,spoken,cost,p,1,animate,definite,pronominal,12,inanimate,indefinite,pronominal,NP,given,new
S1303,spoken,bring,t,1,animate,definite,pronominal,3,inanimate,indefinite,nonpronominal,NP,given,accessible
S1389,spoken,tell,c,1,animate,definite,pronominal,1,inanimate,definite,pronominal,NP,given,given
S1393,spoken,give,a,1,inanimate,definite,pronominal,4,inanimate,indefinite,nonpronominal,NP,given,new
S1393,spoken,give,a,5,inanimate,definite,nonpronominal,5,inanimate,indefinite,nonpronominal,NP,new,new
S1371,spoken,give,t,1,animate,definite,pronominal,1,inanimate,definite,nonpronominal,NP,given,accessible
S1371,spoken,tell,c,1,animate,definite,pronominal,2,inanimate,definite,pronominal,NP,given,given
S1168,spoken,cost,p,1,animate,definite,pronominal,3,inanimate,indefinite,pronominal,NP,given,accessible
S1168,spoken,charge,p,1,animate,definite,pronominal,1,inanimate,definite,nonpronominal,NP,given,given
S1168,spoken,give,t,1,animate,definite,pronominal,3,inanimate,indefinite,nonpronominal,NP,given,new
S1464,spoken,mail,t,1,animate,definite,pronominal,1,inanimate,definite,pronominal,PP,given,given
S1446,spoken,give,c,1,animate,definite,pronominal,3,inanimate,definite,nonpronominal,NP,given,accessible
S1440,spoken,give,t,1,animate,definite,pronominal,4,inanimate,indefinite,nonpronominal,NP,given,new
S1417,spoken,give,c,1,animate,definite,pronominal,2,inanimate,definite,nonpronominal,NP,given,accessible
S1455,spoken,give,c,1,animate,definite,pronominal,2,inanimate,definite,nonpronominal,NP,given,accessible
S1378,spoken,give,a,1,animate,definite,pronominal,2,inanimate,indefinite,nonpronominal,NP,given,accessible
S1378,spoken,give,t,1,animate,definite,pronominal,1,inanimate,indefinite,nonpronominal,NP,given,accessible
S1349,spoken,cost,p,1,animate,definite,pronominal,3,inanimate,indefinite,nonpronominal,NP,given,accessible
S1336,spoken,show,c,1,animate,definite,pronominal,2,inanimate,indefinite,nonpronominal,NP,given,accessible
S1382,spoken,give,t,1,animate,definite,pronominal,1,inanimate,definite,pronominal,PP,given,given
S1409,spoken,pay,t,1,animate,definite,pronominal,5,inanimate,indefinite,nonpronominal,NP,given,accessible
S1359,spoken,offer,f,1,animate,definite,pronominal,10,inanimate,indefinite,nonpronominal,NP,given,new
S1359,spoken,send,t,1,animate,definite,pronominal,4,inanimate,definite,nonpronominal,NP,given,accessible
S1359,spoken,give,a,2,animate,definite,nonpronominal,5,inanimate,definite,pronominal,NP,new,given
S1359,spoken,give,a,1,animate,definite,pronominal,1,inanimate,indefinite,nonpronominal,NP,given,new
S1417,spoken,give,a,1,animate,definite,pronominal,3,inanimate,definite,nonpronominal,NP,given,accessible
S1321,spoken,pay,t,1,animate,definite,pronominal,2,inanimate,indefinite,nonpronominal,NP,given,given
S1315,spoken,charge,p,1,animate,definite,pronominal,2,inanimate,indefinite,nonpronominal,NP,given,new
S1425,spoken,give,t,1,animate,definite,pronominal,1,inanimate,definite,pronominal,PP,given,given
S1464,spoken,give,a,1,animate,definite,pronominal,1,inanimate,indefinite,nonpronominal,NP,given,accessible
S1400,spoken,give,t,1,animate,definite,pronominal,2,inanimate,indefinite,nonpronominal,NP,given,accessible
S1051,spoken,pay,t,2,animate,definite,nonpronominal,3,inanimate,indefinite,nonpronominal,NP,new,new
S1349,spoken,cost,p,1,animate,definite,pronominal,3,inanimate,indefinite,nonpronominal,NP,given,new
S1400,spoken,give,a,1,animate,definite,pronominal,3,inanimate,indefinite,nonpronominal,NP,given,accessible
S1051,spoken,give,c,1,animate,definite,pronominal,4,inanimate,indefinite,nonpronominal,NP,given,new
S1449,spoken,teach,c,1,animate,definite,pronominal,1,inanimate,indefinite,nonpronominal,NP,accessible,accessible
S1407,spoken,take,a,2,animate,definite,nonpronominal,3,inanimate,definite,nonpronominal,PP,accessible,accessible
S1407,spoken,teach,c,1,animate,definite,pronominal,1,inanimate,indefinite,nonpronominal,NP,given,accessible
S1381,spoken,give,a,1,animate,indefinite,pronominal,3,inanimate,indefinite,nonpronominal,NP,accessible,accessible
S1383,spoken,give,t,1,animate,definite,pronominal,8,inanimate,indefinite,nonpronominal,NP,given,new
S1454,spoken,send,t,1,animate,definite,pronominal,2,inanimate,indefinite,nonpronominal,NP,given,accessible
S1467,spoken,pay,t,1,animate,definite,pronominal,3,inanimate,indefinite,nonpronominal,NP,given,accessible
S1467,spoken,send,t,1,animate,definite,pronominal,5,inanimate,indefinite,nonpronominal,NP,given,new
S1467,spoken,send,t,1,animate,definite,pronominal,1,inanimate,indefinite,nonpronominal,NP,given,accessible
S1421,spoken,pay,t,1,animate,indefinite,nonpronominal,7,inanimate,definite,nonpronominal,NP,accessible,accessible
S1464,spoken,cost,p,1,animate,definite,pronominal,8,inanimate,indefinite,nonpronominal,NP,given,new
S1444,spoken,give,a,2,animate,definite,nonpronominal,7,inanimate,indefinite,nonpronominal,NP,accessible,accessible
S1368,spoken,take,t,2,animate,indefinite,nonpronominal,1,inanimate,definite,pronominal,PP,accessible,given
S1073,spoken,give,t,2,animate,definite,nonpronominal,1,inanimate,indefinite,nonpronominal,PP,given,accessible
S1458,spoken,give,a,1,animate,definite,pronominal,29,inanimate,indefinite,nonpronominal,NP,given,accessible
S1470,spoken,give,t,1,animate,definite,pronominal,10,inanimate,indefinite,nonpronominal,NP,given,new
S1470,spoken,give,t,1,animate,definite,pronominal,5,inanimate,indefinite,nonpronominal,NP,given,new
S1449,spoken,give,a,1,animate,definite,pronominal,4,inanimate,indefinite,nonpronominal,NP,given,accessible
S1349,spoken,give,a,1,animate,definite,pronominal,4,inanimate,definite,nonpronominal,NP,given,accessible
S1302,spoken,tell,c,1,animate,definite,pronominal,1,inanimate,definite,pronominal,PP,given,given
S1464,spoken,give,t,1,animate,definite,pronominal,11,inanimate,indefinite,nonpronominal,NP,given,accessible
S1321,spoken,give,a,1,animate,definite,pronominal,3,inanimate,indefinite,nonpronominal,NP,given,accessible
S1467,spoken,give,a,1,animate,definite,pronominal,5,inanimate,definite,nonpronominal,NP,given,accessible
S1440,spoken,give,t,1,animate,definite,pronominal,5,inanimate,indefinite,nonpronominal,NP,given,new
S1440,spoken,give,t,1,animate,definite,pronominal,2,inanimate,definite,nonpronominal,NP,given,given
S1440,spoken,give,t,1,animate,definite,pronominal,2,inanimate,definite,nonpronominal,NP,given,given
S1470,spoken,give,a,1,animate,definite,pronominal,3,inanimate,indefinite,nonpronominal,NP,given,accessible
S1393,spoken,give,t,1,animate,definite,pronominal,1,inanimate,definite,pronominal,PP,given,given
S1458,spoken,promise,a,1,animate,definite,pronominal,7,inanimate,indefinite,nonpronominal,NP,accessible,new
S1470,spoken,cost,p,1,animate,definite,pronominal,3,inanimate,indefinite,nonpronominal,NP,given,new
S1449,spoken,give,a,1,inanimate,definite,pronominal,3,inanimate,indefinite,nonpronominal,NP,given,accessible
S1393,spoken,give,c,1,animate,definite,pronominal,2,inanimate,indefinite,nonpronominal,NP,given,accessible
S1449,spoken,give,a,1,animate,definite,pronominal,4,inanimate,indefinite,nonpronominal,NP,given,accessible
S1349,spoken,give,a,1,animate,definite,pronominal,5,inanimate,indefinite,nonpronominal,NP,given,accessible
S1477,spoken,give,a,1,inanimate,definite,pronominal,5,inanimate,indefinite,nonpronominal,NP,given,new
S1473,spoken,take,t,2,animate,indefinite,nonpronominal,1,animate,definite,pronominal,PP,accessible,given
S1409,spoken,give,a,1,animate,definite,pronominal,7,inanimate,definite,nonpronominal,NP,given,accessible
S1455,spoken,give,a,1,animate,definite,pronominal,7,inanimate,indefinite,nonpronominal,NP,given,accessible
S1455,spoken,give,a,1,animate,definite,pronominal,8,inanimate,indefinite,nonpronominal,NP,given,accessible
S1303,spoken,give,a,1,animate,definite,pronominal,4,inanimate,definite,nonpronominal,NP,given,accessible
S1473,spoken,give,t,1,animate,definite,pronominal,3,inanimate,definite,nonpronominal,NP,given,accessible
S1473,spoken,feed,t,1,animate,definite,pronominal,3,inanimate,indefinite,nonpronominal,NP,given,new
S1239,spoken,give,t,6,inanimate,definite,nonpronominal,3,inanimate,indefinite,nonpronominal,PP,new,accessible
S1449,spoken,give,a,2,inanimate,definite,nonpronominal,4,inanimate,indefinite,nonpronominal,NP,given,accessible
S1239,spoken,give,t,1,animate,definite,pronominal,2,inanimate,indefinite,nonpronominal,NP,given,accessible
S1239,spoken,send,t,1,animate,definite,pronominal,1,inanimate,definite,pronominal,PP,given,given
S1349,spoken,give,a,1,animate,definite,pronominal,2,inanimate,definite,nonpronominal,NP,given,accessible
S1418,spoken,cost,p,1,animate,definite,pronominal,9,inanimate,indefinite,nonpronominal,NP,given,new
S1477,spoken,tell,c,1,animate,definite,pronominal,13,inanimate,indefinite,pronominal,NP,accessible,new
S1302,spoken,give,t,1,animate,definite,pronominal,3,inanimate,indefinite,nonpronominal,NP,given,accessible
S1449,spoken,give,a,1,animate,definite,pronominal,25,inanimate,indefinite,nonpronominal,NP,accessible,accessible
S1437,spoken,give,a,1,animate,definite,pronominal,7,inanimate,indefinite,nonpronominal,NP,given,accessible
S1315,spoken,offer,f,1,animate,definite,pronominal,4,inanimate,indefinite,nonpronominal,NP,given,accessible
S1315,spoken,charge,p,1,animate,definite,pronominal,2,inanimate,indefinite,nonpronominal,NP,given,accessible
S1302,spoken,give,a,1,animate,definite,pronominal,3,inanimate,indefinite,nonpronominal,NP,accessible,accessible
S1438,spoken,show,c,1,animate,definite,pronominal,1,inanimate,definite,pronominal,NP,given,given
S1129,spoken,show,c,1,animate,definite,pronominal,3,animate,definite,nonpronominal,NP,given,accessible
S1425,spoken,give,a,9,animate,definite,nonpronominal,2,inanimate,indefinite,nonpronominal,PP,new,accessible
S1051,spoken,give,t,3,animate,definite,nonpronominal,1,inanimate,definite,pronominal,PP,new,given
S1485,spoken,give,a,1,animate,definite,pronominal,10,inanimate,indefinite,nonpronominal,NP,given,accessible
S1035,spoken,give,a,1,animate,definite,pronominal,9,inanimate,indefinite,nonpronominal,NP,accessible,accessible
S1035,spoken,give,a,1,animate,definite,pronominal,19,inanimate,indefinite,nonpronominal,NP,given,accessible
S1035,spoken,give,a,2,animate,definite,nonpronominal,21,inanimate,indefinite,nonpronominal,NP,given,accessible
S1467,spoken,give,a,1,animate,definite,pronominal,15,inanimate,indefinite,nonpronominal,NP,given,accessible
S1458,spoken,pay,a,1,animate,definite,pronominal,4,inanimate,indefinite,nonpronominal,PP,given,accessible
S1458,spoken,give,a,2,animate,definite,nonpronominal,2,inanimate,indefinite,nonpronominal,NP,given,new
S1470,spoken,show,c,1,animate,definite,pronominal,3,inanimate,indefinite,nonpronominal,NP,accessible,accessible
S1455,spoken,take,t,4,animate,indefinite,nonpronominal,1,animate,definite,pronominal,PP,accessible,given
S1455,spoken,take,t,4,animate,indefinite,pronominal,8,animate,indefinite,nonpronominal,PP,accessible,accessible
S1466,spoken,give,a,1,animate,definite,pronominal,1,inanimate,definite,nonpronominal,NP,given,accessible
S1458,spoken,give,t,1,animate,definite,pronominal,4,inanimate,indefinite,nonpronominal,NP,given,new
S1258,spoken,cost,p,2,animate,definite,nonpronominal,3,inanimate,indefinite,nonpronominal,NP,given,accessible
S1446,spoken,give,a,1,animate,definite,pronominal,2,inanimate,indefinite,nonpronominal,NP,given,accessible
S1417,spoken,give,c,1,animate,definite,pronominal,2,inanimate,indefinite,nonpronominal,NP,given,accessible
S1409,spoken,give,a,1,animate,definite,pronominal,7,inanimate,indefinite,nonpronominal,NP,given,accessible
S1409,spoken,give,t,4,animate,definite,nonpronominal,10,inanimate,indefinite,nonpronominal,NP,given,new
S1437,spoken,give,c,1,animate,definite,pronominal,2,inanimate,indefinite,nonpronominal,NP,given,new
S1464,spoken,mail,t,1,animate,definite,pronominal,2,inanimate,indefinite,nonpronominal,NP,given,accessible
S1297,spoken,give,c,1,animate,definite,pronominal,1,inanimate,definite,pronominal,PP,given,given
S1297,spoken,tell,c,1,animate,definite,pronominal,1,inanimate,definite,pronominal,NP,given,given
S1464,spoken,give,a,1,animate,definite,pronominal,1,inanimate,indefinite,nonpronominal,NP,given,accessible
S1438,spoken,give,t,2,animate,definite,nonpronominal,6,inanimate,indefinite,nonpronominal,PP,accessible,new
S1213,spoken,leave,a,1,animate,definite,pronominal,2,inanimate,definite,nonpronominal,NP,given,accessible
S1383,spoken,give,a,1,animate,definite,pronominal,2,inanimate,indefinite,nonpronominal,NP,given,accessible
S1444,spoken,give,t,1,animate,definite,pronominal,27,inanimate,indefinite,nonpronominal,NP,given,accessible
S1480,spoken,give,a,1,animate,definite,pronominal,4,inanimate,indefinite,nonpronominal,NP,given,accessible
S1480,spoken,give,c,1,animate,definite,pronominal,2,inanimate,indefinite,nonpronominal,NP,given,accessible
S1480,spoken,tell,c,1,animate,definite,pronominal,4,inanimate,indefinite,pronominal,NP,given,accessible
S1450,spoken,give,t,2,animate,definite,nonpronominal,3,inanimate,indefinite,nonpronominal,NP,new,accessible
S1450,spoken,give,t,2,animate,definite,nonpronominal,2,inanimate,indefinite,nonpronominal,NP,accessible,new
S1473,spoken,give,t,3,animate,definite,pronominal,4,inanimate,indefinite,nonpronominal,NP,given,accessible
S1258,spoken,give,a,1,animate,definite,pronominal,8,inanimate,indefinite,nonpronominal,NP,given,accessible
S1408,spoken,give,a,1,inanimate,definite,pronominal,4,inanimate,indefinite,nonpronominal,NP,given,new
S1408,spoken,give,c,1,animate,definite,pronominal,2,inanimate,indefinite,nonpronominal,NP,given,accessible
S1470,spoken,give,a,2,animate,indefinite,nonpronominal,1,inanimate,definite,pronominal,PP,accessible,given
S1258,spoken,give,a,1,animate,definite,pronominal,2,inanimate,indefinite,nonpronominal,NP,given,accessible
S1388,spoken,give,t,1,animate,definite,pronominal,6,inanimate,indefinite,nonpronominal,NP,given,new
S1446,spoken,give,a,12,inanimate,definite,nonpronominal,1,inanimate,indefinite,nonpronominal,PP,new,accessible
S1436,spoken,tell,c,1,animate,definite,pronominal,1,inanimate,definite,nonpronominal,NP,accessible,given
S1313,spoken,pay,a,1,animate,definite,pronominal,1,inanimate,indefinite,nonpronominal,PP,given,accessible
S1313,spoken,give,t,1,animate,definite,pronominal,1,animate,definite,pronominal,PP,given,given
S1436,spoken,feed,t,1,animate,definite,pronominal,1,animate,indefinite,nonpronominal,NP,given,new
S1313,spoken,give,a,1,animate,definite,pronominal,9,inanimate,indefinite,nonpronominal,NP,given,new
S1436,spoken,give,t,3,animate,definite,nonpronominal,2,animate,definite,pronominal,PP,new,given
S1436,spoken,sell,t,1,animate,definite,pronominal,2,animate,definite,nonpronominal,PP,given,given
S1437,spoken,send,t,1,animate,definite,pronominal,5,inanimate,indefinite,nonpronominal,NP,given,new
S1424,spoken,take,t,2,inanimate,indefinite,nonpronominal,4,inanimate,definite,pronominal,PP,accessible,given
S1381,spoken,take,t,5,inanimate,indefinite,nonpronominal,1,inanimate,definite,pronominal,PP,new,given
S1381,spoken,charge,p,1,animate,definite,pronominal,1,inanimate,definite,nonpronominal,NP,given,accessible
S1438,spoken,give,a,1,inanimate,definite,pronominal,10,inanimate,indefinite,nonpronominal,NP,given,new
S1438,spoken,give,a,1,animate,definite,pronominal,2,inanimate,indefinite,nonpronominal,NP,given,new
S1300,spoken,give,a,1,animate,definite,pronominal,4,inanimate,indefinite,nonpronominal,NP,given,given
S1300,spoken,give,a,1,animate,definite,pronominal,4,inanimate,indefinite,nonpronominal,NP,given,new
S1300,spoken,give,a,1,animate,definite,pronominal,3,inanimate,indefinite,nonpronominal,NP,given,given
S1477,spoken,give,t,3,animate,definite,nonpronominal,1,inanimate,definite,pronominal,PP,new,given
S1298,spoken,give,t,1,animate,definite,pronominal,2,inanimate,indefinite,nonpronominal,NP,given,accessible
S1437,spoken,give,c,1,animate,definite,pronominal,3,inanimate,definite,nonpronominal,NP,given,new
S1385,spoken,loan,t,1,animate,indefinite,pronominal,1,inanimate,definite,pronominal,PP,accessible,given
S1321,spoken,give,c,1,animate,definite,pronominal,4,inanimate,indefinite,nonpronominal,NP,given,accessible
S1475,spoken,give,a,2,animate,indefinite,nonpronominal,3,inanimate,indefinite,nonpronominal,NP,accessible,accessible
S1258,spoken,pay,t,2,animate,definite,nonpronominal,1,inanimate,indefinite,nonpronominal,NP,accessible,accessible
S1367,spoken,read,c,2,animate,indefinite,nonpronominal,2,inanimate,definite,nonpronominal,PP,given,given
S1359,spoken,give,a,1,animate,definite,pronominal,2,inanimate,indefinite,nonpronominal,NP,given,accessible
S1487,spoken,give,t,2,animate,definite,nonpronominal,3,inanimate,definite,nonpronominal,PP,new,given
S1074,spoken,give,a,1,animate,definite,pronominal,2,inanimate,definite,nonpronominal,NP,given,accessible
S1148,spoken,pay,a,3,inanimate,definite,nonpronominal,2,inanimate,indefinite,nonpronominal,PP,accessible,accessible
S1258,spoken,give,a,1,animate,definite,pronominal,3,inanimate,indefinite,nonpronominal,NP,given,accessible
S1465,spoken,give,t,1,animate,definite,pronominal,2,inanimate,indefinite,nonpronominal,NP,given,accessible
S1465,spoken,give,a,1,animate,definite,pronominal,4,inanimate,indefinite,nonpronominal,NP,given,accessible
S1425,spoken,give,a,7,inanimate,definite,nonpronominal,3,inanimate,indefinite,nonpronominal,PP,accessible,accessible
S1390,spoken,give,a,1,animate,definite,pronominal,2,inanimate,definite,nonpronominal,NP,given,accessible
S1488,spoken,give,a,1,animate,definite,pronominal,2,inanimate,indefinite,nonpronominal,NP,given,accessible
S1402,spoken,do,a,1,animate,definite,pronominal,8,inanimate,indefinite,nonpronominal,NP,given,accessible
